number,value,datetime_start,datetime_complete,duration,params_batch_size,params_bidirectional,params_dropout,params_hidden_size,params_lr,params_n_epochs,params_num_layers,params_seq_len,state
447,0.6341269841269842,2025-11-25 00:29:38.084342,2025-11-25 00:29:49.585523,0 days 00:00:11.501181,48,True,0.2618227703800228,32,0.0013097254696252131,75,,84,COMPLETE
448,0.653968253968254,2025-11-25 00:29:43.593582,2025-11-25 00:29:55.033426,0 days 00:00:11.439844,48,True,0.25289866563674085,32,0.0013110609839849948,75,,84,COMPLETE
449,0.719047619047619,2025-11-25 00:29:49.611763,2025-11-25 00:30:01.060499,0 days 00:00:11.448736,48,True,0.25138737387689924,36,0.0017407136195905118,75,,84,COMPLETE
450,0.5793650793650794,2025-11-25 00:29:55.056893,2025-11-25 00:30:06.606210,0 days 00:00:11.549317,48,True,0.19425175091255822,36,0.0017691094432468683,75,,84,COMPLETE
451,0.6190476190476191,2025-11-25 00:30:01.088924,2025-11-25 00:30:12.594142,0 days 00:00:11.505218,48,True,0.19600337803985035,36,0.0015052154963955194,75,,84,COMPLETE
452,0.6706349206349206,2025-11-25 00:30:06.631921,2025-11-25 00:30:18.042996,0 days 00:00:11.411075,48,True,0.2319375066702962,36,0.001537850821933928,75,,84,COMPLETE
453,0.6507936507936508,2025-11-25 00:30:12.620267,2025-11-25 00:30:24.541934,0 days 00:00:11.921667,48,True,0.23491414309278713,20,0.001214738445261274,75,,84,COMPLETE
454,0.7214285714285715,2025-11-25 00:30:18.066276,2025-11-25 00:30:29.934562,0 days 00:00:11.868286,48,True,0.27859014026372936,20,0.0012381277337148076,75,,84,COMPLETE
455,0.6087301587301587,2025-11-25 00:30:24.567521,2025-11-25 00:30:36.044645,0 days 00:00:11.477124,48,True,0.2494533116028165,32,0.0019460241368709779,75,,84,COMPLETE
456,0.0,2025-11-25 00:30:29.959946,2025-11-25 00:30:41.532934,0 days 00:00:11.572988,48,True,0.27115073490718944,32,0.001121197223753595,75,,98,COMPLETE
457,0.7111111111111111,2025-11-25 00:30:36.070739,2025-11-25 00:30:47.674984,0 days 00:00:11.604245,48,True,0.15090665223330166,36,0.003082592846219096,75,,84,COMPLETE
458,0.6349206349206349,2025-11-25 00:30:41.556457,2025-11-25 00:30:52.980694,0 days 00:00:11.424237,48,True,0.22112400558972756,36,0.001360277679577614,75,,77,COMPLETE
459,0.6920634920634922,2025-11-25 00:30:47.700138,2025-11-25 00:30:59.138256,0 days 00:00:11.438118,48,True,0.2647148635767225,36,0.0013604862224846825,75,,84,COMPLETE
460,0.6777777777777777,2025-11-25 00:30:53.006173,2025-11-25 00:31:04.397680,0 days 00:00:11.391507,48,True,0.26817355502326257,16,0.0017471449203665468,75,,84,COMPLETE
461,0.6373015873015873,2025-11-25 00:30:59.167543,2025-11-25 00:31:10.718849,0 days 00:00:11.551306,48,True,0.238104063778876,16,0.0010669269686135175,75,,84,COMPLETE
462,0.6301587301587301,2025-11-25 00:31:04.423070,2025-11-25 00:31:15.926127,0 days 00:00:11.503057,48,True,0.2394090787571197,36,0.001085035798760531,75,,84,COMPLETE
463,0.7420634920634921,2025-11-25 00:31:10.749436,2025-11-25 00:31:22.501709,0 days 00:00:11.752273,48,True,0.008404550152073836,36,0.001619478646146219,75,,84,COMPLETE
464,0.5968253968253969,2025-11-25 00:31:15.962022,2025-11-25 00:31:27.530368,0 days 00:00:11.568346,48,True,0.2528066059128934,12,0.0016030001388249602,75,,84,COMPLETE
465,0.5944444444444444,2025-11-25 00:31:22.522983,2025-11-25 00:31:34.022408,0 days 00:00:11.499425,48,True,0.2810853174367686,32,0.0016759965985463578,75,,84,COMPLETE
466,0.4785714285714286,2025-11-25 00:31:27.558480,2025-11-25 00:31:39.350492,0 days 00:00:11.792012,48,True,0.2836103584189421,32,0.0019775273871321026,75,,84,COMPLETE
467,0.7452380952380953,2025-11-25 00:31:34.052178,2025-11-25 00:31:45.874957,0 days 00:00:11.822779,48,True,0.2135279064586999,36,0.0024180298049429807,75,,84,COMPLETE
468,0.42063492063492064,2025-11-25 00:31:39.377937,2025-11-25 00:31:50.844283,0 days 00:00:11.466346,48,True,0.257372180916928,36,0.0022404789849323186,75,,84,COMPLETE
469,0.6235827664399093,2025-11-25 00:31:45.900896,2025-11-25 00:31:57.534598,0 days 00:00:11.633702,48,True,0.2564723220634825,36,0.0022008085540766026,75,,77,COMPLETE
470,0.709750566893424,2025-11-25 00:31:50.875954,2025-11-25 00:32:02.239042,0 days 00:00:11.363088,48,True,0.24819725122453645,20,0.0020331391955593415,75,,77,COMPLETE
471,0.6174603174603175,2025-11-25 00:31:57.560233,2025-11-25 00:32:09.092925,0 days 00:00:11.532692,48,True,0.24475235057974679,20,0.0014743305652150842,75,,84,COMPLETE
472,0.7896825396825397,2025-11-25 00:32:02.267000,2025-11-25 00:32:13.734039,0 days 00:00:11.467039,48,True,0.2732005475514478,36,0.0014604982798334418,75,,84,COMPLETE
473,0.776984126984127,2025-11-25 00:32:09.115680,2025-11-25 00:32:20.590774,0 days 00:00:11.475094,48,True,0.2737376462308807,36,0.0011941803598975408,75,,84,COMPLETE
474,0.6746031746031745,2025-11-25 00:32:13.761634,2025-11-25 00:32:25.220639,0 days 00:00:11.459005,48,True,0.27060288222916934,36,0.001194499980658022,75,,84,COMPLETE
475,0.6531746031746032,2025-11-25 00:32:20.616956,2025-11-25 00:32:32.121373,0 days 00:00:11.504417,48,True,0.27323435789416733,32,0.0011873105204183347,75,,84,COMPLETE
476,0.39999999999999997,2025-11-25 00:32:25.256807,2025-11-25 00:32:41.595146,0 days 00:00:16.338339,32,True,0.2781968048808946,8,0.0011786026557308296,75,,84,COMPLETE
477,0.576984126984127,2025-11-25 00:32:32.145944,2025-11-25 00:32:43.868313,0 days 00:00:11.722369,48,True,0.22734426983523015,36,0.001357572100924979,75,,84,COMPLETE
478,0.6920634920634922,2025-11-25 00:32:41.621735,2025-11-25 00:32:53.117548,0 days 00:00:11.495813,48,True,0.22650123864998004,36,0.0013129070761680917,75,,84,COMPLETE
479,0.6611111111111111,2025-11-25 00:32:43.895056,2025-11-25 00:32:55.474295,0 days 00:00:11.579239,48,True,0.2641513010505675,20,0.001272332254625705,75,,84,COMPLETE
480,0.6174603174603175,2025-11-25 00:32:53.145788,2025-11-25 00:33:04.744213,0 days 00:00:11.598425,48,True,0.2597342883534884,20,0.0014331221262756312,75,,84,COMPLETE
481,0.6777777777777777,2025-11-25 00:32:55.500099,2025-11-25 00:33:07.058189,0 days 00:00:11.558090,48,True,0.2871365826806804,32,0.0010194122003761674,75,,84,COMPLETE
482,0.0,2025-11-25 00:33:04.770275,2025-11-25 00:33:16.194805,0 days 00:00:11.424530,48,True,0.29019203752468486,32,0.0010208090767329404,75,,98,COMPLETE
483,0.0,2025-11-25 00:33:07.083712,2025-11-25 00:33:18.550315,0 days 00:00:11.466603,48,True,0.24522203537753032,36,0.001102305457201363,75,,98,COMPLETE
484,0.6341269841269841,2025-11-25 00:33:16.227993,2025-11-25 00:33:27.815698,0 days 00:00:11.587705,48,True,0.2731690296280642,36,0.0011152566395342272,75,,84,COMPLETE
485,0.7047619047619048,2025-11-25 00:33:18.582607,2025-11-25 00:33:30.300219,0 days 00:00:11.717612,48,True,0.2724090822310822,36,0.0008525953401319737,75,,84,COMPLETE
486,0.6674603174603174,2025-11-25 00:33:27.846919,2025-11-25 00:33:39.358151,0 days 00:00:11.511232,48,True,0.25421286806825805,36,0.0014868010115121938,75,,84,COMPLETE
487,0.7380952380952381,2025-11-25 00:33:30.324746,2025-11-25 00:33:42.010009,0 days 00:00:11.685263,48,True,0.2556063915070017,36,0.0013912440966929354,75,,84,COMPLETE
488,0.6166666666666667,2025-11-25 00:33:39.388018,2025-11-25 00:33:50.777861,0 days 00:00:11.389843,48,True,0.23653614704504852,24,0.0012386004229481295,75,,84,COMPLETE
489,0.7222222222222223,2025-11-25 00:33:42.034416,2025-11-25 00:33:53.528982,0 days 00:00:11.494566,48,True,0.2365734297903709,24,0.0012941869569104976,75,,84,COMPLETE
490,0.692857142857143,2025-11-25 00:33:50.805059,2025-11-25 00:34:02.324644,0 days 00:00:11.519585,48,True,0.2988382862528901,28,0.0009036009866057727,75,,84,COMPLETE
491,0.6698412698412698,2025-11-25 00:33:53.562662,2025-11-25 00:34:05.028792,0 days 00:00:11.466130,48,True,0.3011520616265413,28,0.0008948880854965733,75,,84,COMPLETE
492,0.669047619047619,2025-11-25 00:34:02.353965,2025-11-25 00:34:13.863745,0 days 00:00:11.509780,48,True,0.30705391383603536,36,0.001178025645709085,75,,84,COMPLETE
493,0.7325396825396825,2025-11-25 00:34:05.052273,2025-11-25 00:34:16.551219,0 days 00:00:11.498946,48,True,0.2786036211375934,36,0.0014389535809810076,75,,84,COMPLETE
494,0.653968253968254,2025-11-25 00:34:13.894100,2025-11-25 00:34:25.342775,0 days 00:00:11.448675,48,True,0.2807686897876424,20,0.0013765592390973817,75,,84,COMPLETE
495,0.6492063492063492,2025-11-25 00:34:16.579751,2025-11-25 00:34:28.120286,0 days 00:00:11.540535,48,True,0.26615036114318563,20,0.001010353293912537,75,,84,COMPLETE
496,0.6904761904761904,2025-11-25 00:34:25.371511,2025-11-25 00:34:36.916248,0 days 00:00:11.544737,48,True,0.24772246784885846,32,0.001527391106386655,75,,84,COMPLETE
497,0.6095238095238096,2025-11-25 00:34:28.148163,2025-11-25 00:34:39.731419,0 days 00:00:11.583256,48,True,0.2510353384490861,32,0.004123359446779105,75,,84,COMPLETE
498,0.6087301587301587,2025-11-25 00:34:36.942421,2025-11-25 00:34:48.430427,0 days 00:00:11.488006,48,True,0.26364945780828514,36,0.0035007176125955997,75,,84,COMPLETE
499,0.6753968253968253,2025-11-25 00:34:39.755894,2025-11-25 00:34:51.345119,0 days 00:00:11.589225,48,True,0.262571269429142,36,0.00348754615923404,75,,84,COMPLETE
500,0.7611489040060467,2025-11-25 00:34:48.458769,2025-11-25 00:34:59.919032,0 days 00:00:11.460263,48,True,0.22090684529764576,28,0.0012254855838629527,75,,77,COMPLETE
501,0.6896825396825396,2025-11-25 00:34:51.373809,2025-11-25 00:35:02.828852,0 days 00:00:11.455043,48,True,0.22847039261528648,28,0.0012544822271200245,75,,84,COMPLETE
502,0.6738095238095237,2025-11-25 00:34:59.950804,2025-11-25 00:35:11.479256,0 days 00:00:11.528452,48,True,0.23514559183253111,28,0.0012302485728055662,75,,84,COMPLETE
503,0.6455026455026455,2025-11-25 00:35:02.854867,2025-11-25 00:35:14.426651,0 days 00:00:11.571784,48,True,0.20240057775707668,28,0.0010933827314744582,75,,77,COMPLETE
504,0.7218442932728646,2025-11-25 00:35:11.506302,2025-11-25 00:35:22.944252,0 days 00:00:11.437950,48,True,0.22054665108597515,28,0.0011169391124655002,75,,77,COMPLETE
505,0.6961451247165534,2025-11-25 00:35:14.453611,2025-11-25 00:35:25.954599,0 days 00:00:11.500988,48,True,0.21544653334692113,28,0.0011394144925025726,75,,77,COMPLETE
506,0.6848072562358277,2025-11-25 00:35:22.969827,2025-11-25 00:35:34.472275,0 days 00:00:11.502448,48,True,0.2118431327662762,28,0.0009950164304567215,75,,77,COMPLETE
507,0.6107331821617537,2025-11-25 00:35:25.981764,2025-11-25 00:35:37.623587,0 days 00:00:11.641823,48,True,0.24044195229033513,36,0.000988109140353645,75,,77,COMPLETE
508,0.8007936507936507,2025-11-25 00:35:34.534135,2025-11-25 00:35:50.586333,0 days 00:00:16.052198,32,True,0.2421280061353509,32,0.0015779225670357903,75,,84,COMPLETE
509,0.5825396825396826,2025-11-25 00:35:37.650080,2025-11-25 00:35:53.600690,0 days 00:00:15.950610,32,True,0.22447389660417033,36,0.0015766539809983172,75,,84,COMPLETE
510,0.6182539682539683,2025-11-25 00:35:50.612997,2025-11-25 00:36:02.085461,0 days 00:00:11.472464,48,True,0.22739784132412677,32,0.0016002818155722144,75,,84,COMPLETE
511,0.7023809523809524,2025-11-25 00:35:53.628829,2025-11-25 00:36:09.733295,0 days 00:00:16.104466,32,True,0.24380770558591608,32,0.001395493250262847,75,,84,COMPLETE
512,0.6579365079365079,2025-11-25 00:36:02.111731,2025-11-25 00:36:13.652401,0 days 00:00:11.540670,48,True,0.2424190678487463,32,0.001360802141948668,75,,84,COMPLETE
513,0.6277777777777778,2025-11-25 00:36:09.757643,2025-11-25 00:36:26.320290,0 days 00:00:16.562647,32,True,0.1262057645519057,32,0.0013421979221717854,75,,84,COMPLETE
514,0.7634920634920634,2025-11-25 00:36:13.679361,2025-11-25 00:36:29.927613,0 days 00:00:16.248252,32,True,0.1785096008905766,32,0.0015093254038156686,75,,84,COMPLETE
515,0.5412698412698412,2025-11-25 00:36:26.350123,2025-11-25 00:36:38.055670,0 days 00:00:11.705547,48,True,0.2117076716474806,32,0.0017041202012795821,75,,84,COMPLETE
516,0.75,2025-11-25 00:36:29.954990,2025-11-25 00:36:41.459412,0 days 00:00:11.504422,48,True,0.1533104415119202,32,0.0016700505255171053,75,,84,COMPLETE
517,0.6777777777777777,2025-11-25 00:36:38.080535,2025-11-25 00:36:54.350910,0 days 00:00:16.270375,32,True,0.2560001297578633,32,0.00151750523114647,75,,84,COMPLETE
518,0.511904761904762,2025-11-25 00:36:41.485693,2025-11-25 00:36:57.581152,0 days 00:00:16.095459,32,True,0.17065766827614046,32,0.001538627103524796,75,,84,COMPLETE
519,0.6547619047619048,2025-11-25 00:36:54.376007,2025-11-25 00:37:10.364881,0 days 00:00:15.988874,32,True,0.2689535971715163,32,0.0014995992647967567,75,,84,COMPLETE
520,0.6698412698412698,2025-11-25 00:36:57.608668,2025-11-25 00:37:13.602781,0 days 00:00:15.994113,32,True,0.16176487206931406,32,0.001270052523469055,75,,84,COMPLETE
521,0.6960317460317459,2025-11-25 00:37:10.390330,2025-11-25 00:37:26.547157,0 days 00:00:16.156827,32,True,0.19821679610153917,32,0.0012621948027712261,75,,84,COMPLETE
522,0.5071428571428571,2025-11-25 00:37:13.631386,2025-11-25 00:37:29.885645,0 days 00:00:16.254259,32,True,0.11582564609937995,32,0.0014455704705151702,75,,84,COMPLETE
523,0.8166666666666668,2025-11-25 00:37:26.572954,2025-11-25 00:37:43.077577,0 days 00:00:16.504623,32,True,0.24972166024137565,32,0.0017583502514188871,75,,84,COMPLETE
524,0.6071428571428571,2025-11-25 00:37:29.917766,2025-11-25 00:37:41.393806,0 days 00:00:11.476040,48,True,0.2492780447022115,36,0.0017599859422386176,75,,84,COMPLETE
525,0.6460317460317461,2025-11-25 00:37:41.422427,2025-11-25 00:37:52.947355,0 days 00:00:11.524928,48,True,0.23630957852745033,32,0.0011705584852654417,75,,84,COMPLETE
526,0.6960317460317459,2025-11-25 00:37:43.108627,2025-11-25 00:37:59.252205,0 days 00:00:16.143578,32,True,0.23225598558345453,32,0.0017685092262512913,75,,84,COMPLETE
527,0.6,2025-11-25 00:37:52.974465,2025-11-25 00:38:09.114605,0 days 00:00:16.140140,32,True,0.2586038480697154,32,0.0016529010479280296,75,,84,COMPLETE
528,0.5912698412698413,2025-11-25 00:37:59.277875,2025-11-25 00:38:15.374748,0 days 00:00:16.096873,32,True,0.18449421850163883,32,0.001572990553619614,75,,84,COMPLETE
529,0.6166666666666666,2025-11-25 00:38:09.151522,2025-11-25 00:38:25.081119,0 days 00:00:15.929597,32,True,0.25101544556738176,32,0.0018644982962359603,75,,84,COMPLETE
530,0.6515873015873016,2025-11-25 00:38:15.400351,2025-11-25 00:38:31.469166,0 days 00:00:16.068815,32,True,0.25057614644411935,32,0.001844834832775259,75,,84,COMPLETE
531,0.5603174603174604,2025-11-25 00:38:25.105096,2025-11-25 00:38:36.848251,0 days 00:00:11.743155,48,True,0.24602006754868255,32,0.0014020089749581927,75,,84,COMPLETE
532,0.6904761904761904,2025-11-25 00:38:31.496078,2025-11-25 00:38:47.886333,0 days 00:00:16.390255,32,True,0.17685356395088794,32,0.0014264017850199118,75,,84,COMPLETE
533,0.47539682539682543,2025-11-25 00:38:36.876276,2025-11-25 00:38:52.805292,0 days 00:00:15.929016,32,True,0.26917302472924953,36,0.001422420851848824,75,,84,COMPLETE
534,0.5047619047619047,2025-11-25 00:38:47.911704,2025-11-25 00:39:03.883969,0 days 00:00:15.972265,32,True,0.2613853017645553,36,0.0016437938731789126,75,,84,COMPLETE
535,0.49603174603174605,2025-11-25 00:38:52.831637,2025-11-25 00:39:08.782229,0 days 00:00:15.950592,32,True,0.13046163814141654,36,0.0016780110324217002,75,,84,COMPLETE
536,0.7047619047619048,2025-11-25 00:39:03.914738,2025-11-25 00:39:15.546498,0 days 00:00:11.631760,48,True,0.23444411776070473,36,0.0013058252100185946,75,,84,COMPLETE
537,0.7222222222222222,2025-11-25 00:39:08.814829,2025-11-25 00:39:20.394286,0 days 00:00:11.579457,48,True,0.2368151924702137,32,0.0012660615487892163,75,,84,COMPLETE
538,0.6777777777777779,2025-11-25 00:39:15.572568,2025-11-25 00:39:27.184684,0 days 00:00:11.612116,48,True,0.2571718297702841,32,0.001176142114692488,75,,84,COMPLETE
539,0.623015873015873,2025-11-25 00:39:20.418195,2025-11-25 00:39:32.063479,0 days 00:00:11.645284,48,True,0.18244982895979842,36,0.0019774531326031495,75,,84,COMPLETE
540,0.8095238095238096,2025-11-25 00:39:27.214440,2025-11-25 00:39:38.958666,0 days 00:00:11.744226,48,True,0.22151287468357073,36,0.0019179519712445548,75,,84,COMPLETE
541,0.7452380952380953,2025-11-25 00:39:32.089091,2025-11-25 00:39:43.786980,0 days 00:00:11.697889,48,True,0.10025495433656206,36,0.0015178467579405029,75,,84,COMPLETE
542,0.7841269841269841,2025-11-25 00:39:38.985945,2025-11-25 00:39:50.397013,0 days 00:00:11.411068,48,True,0.22022156555907155,36,0.0018511123661685508,75,,84,COMPLETE
543,0.5206349206349207,2025-11-25 00:39:43.814675,2025-11-25 00:39:55.285540,0 days 00:00:11.470865,48,True,0.21492293362714734,32,0.0019430613178854494,75,,84,COMPLETE
544,0.6420634920634921,2025-11-25 00:39:50.423299,2025-11-25 00:40:02.003457,0 days 00:00:11.580158,48,True,0.21012885889520988,36,0.002124448791247408,75,,84,COMPLETE
545,0.8055555555555557,2025-11-25 00:39:55.311724,2025-11-25 00:40:06.926277,0 days 00:00:11.614553,48,True,0.20350188842924613,36,0.0021712936521110656,75,,84,COMPLETE
546,0.6698412698412698,2025-11-25 00:40:02.028288,2025-11-25 00:40:13.637909,0 days 00:00:11.609621,48,True,0.22354434282605862,36,0.0024385680977521353,75,,84,COMPLETE
547,0.6595238095238095,2025-11-25 00:40:06.953656,2025-11-25 00:40:18.338449,0 days 00:00:11.384793,48,True,0.2053531466196324,36,0.0022266630426856443,75,,84,COMPLETE
548,0.6341269841269841,2025-11-25 00:40:13.664598,2025-11-25 00:40:25.213017,0 days 00:00:11.548419,48,True,0.20604349681123768,36,0.00228100892949632,75,,84,COMPLETE
549,0.6404761904761905,2025-11-25 00:40:18.365889,2025-11-25 00:40:29.690805,0 days 00:00:11.324916,48,True,0.1978950617823212,36,0.0024457186129739437,75,,84,COMPLETE
550,0.638888888888889,2025-11-25 00:40:25.239315,2025-11-25 00:40:36.965200,0 days 00:00:11.725885,48,True,0.21976611497251922,36,0.0025289977220179912,75,,84,COMPLETE
551,0.7238095238095238,2025-11-25 00:40:29.718165,2025-11-25 00:40:41.349766,0 days 00:00:11.631601,48,True,0.22595461346293236,36,0.0027402333220389796,75,,84,COMPLETE
552,0.6547619047619048,2025-11-25 00:40:36.993089,2025-11-25 00:40:48.578682,0 days 00:00:11.585593,48,True,0.22943437174366485,36,0.002133593401366996,75,,84,COMPLETE
553,0.6531746031746031,2025-11-25 00:40:41.376724,2025-11-25 00:40:52.672193,0 days 00:00:11.295469,48,True,0.21641268542273834,36,0.0019560716700621097,75,,84,COMPLETE
554,0.6976190476190475,2025-11-25 00:40:48.611189,2025-11-25 00:41:00.156230,0 days 00:00:11.545041,48,True,0.18818135839881112,36,0.0018850929873424785,75,,84,COMPLETE
555,0.6587301587301587,2025-11-25 00:40:52.698230,2025-11-25 00:41:04.257234,0 days 00:00:11.559004,48,True,0.19453454431551948,36,0.0018067192109780133,75,,84,COMPLETE
556,0.6777777777777779,2025-11-25 00:41:00.183840,2025-11-25 00:41:11.710490,0 days 00:00:11.526650,48,True,0.24057783569672003,36,0.0017887328125689582,75,,84,COMPLETE
557,0.6634920634920635,2025-11-25 00:41:04.284015,2025-11-25 00:41:15.797706,0 days 00:00:11.513691,48,True,0.2447358337448852,36,0.0020673663995628435,75,,84,COMPLETE
558,0.6944444444444443,2025-11-25 00:41:11.740065,2025-11-25 00:41:23.086480,0 days 00:00:11.346415,48,True,0.24278334990192865,36,0.0018878814559630307,75,,84,COMPLETE
559,0.5746031746031747,2025-11-25 00:41:15.824207,2025-11-25 00:41:23.671894,0 days 00:00:07.847687,48,True,0.22957720810006113,36,0.0020131814838640323,50,,84,COMPLETE
560,0.4849206349206349,2025-11-25 00:41:23.112526,2025-11-25 00:41:34.603475,0 days 00:00:11.490949,48,True,0.23492701319817966,8,0.002038367105657113,75,,84,COMPLETE
561,0.6698412698412698,2025-11-25 00:41:23.699938,2025-11-25 00:41:35.105103,0 days 00:00:11.405165,48,True,0.20698302310336594,20,0.0020023161421250184,75,,84,COMPLETE
562,0.6095238095238096,2025-11-25 00:41:34.630610,2025-11-25 00:41:47.179094,0 days 00:00:12.548484,48,True,0.2192192087412902,20,0.0016728820895483027,75,,84,COMPLETE
563,0.7325396825396825,2025-11-25 00:41:35.137945,2025-11-25 00:41:47.669988,0 days 00:00:12.532043,48,True,0.2572408952626037,36,0.0017189681531573576,75,,84,COMPLETE
564,0.5880952380952381,2025-11-25 00:41:47.209706,2025-11-25 00:41:58.924693,0 days 00:00:11.714987,48,True,0.25764817365251325,36,0.0022647828037694277,75,,84,COMPLETE
565,0.6825396825396824,2025-11-25 00:41:58.950549,2025-11-25 00:42:09.724041,0 days 00:00:10.773492,48,True,0.24283084688046538,36,0.0017898714827659866,75,,84,COMPLETE
566,0.6531746031746032,2025-11-25 00:42:09.745414,2025-11-25 00:42:20.615533,0 days 00:00:10.870119,48,True,0.2763552759340056,36,0.0016339655226243037,75,,84,COMPLETE
567,0.6849206349206348,2025-11-25 00:42:20.636845,2025-11-25 00:42:31.867941,0 days 00:00:11.231096,48,True,0.2495346024924994,36,0.001844318492524487,75,,84,COMPLETE
568,0.7214285714285715,2025-11-25 00:42:31.888907,2025-11-25 00:42:42.679406,0 days 00:00:10.790499,48,True,0.22854023630174553,36,0.002121373593272581,75,,84,COMPLETE
569,0.6325396825396825,2025-11-25 00:42:42.708649,2025-11-25 00:42:53.427554,0 days 00:00:10.718905,48,True,0.26524896440561724,36,0.002788395891715818,75,,84,COMPLETE
570,0.7452380952380953,2025-11-25 00:42:53.456342,2025-11-25 00:43:04.064206,0 days 00:00:10.607864,48,True,0.2508610678900724,36,0.0015984050098560361,75,,84,COMPLETE
571,0.5460317460317461,2025-11-25 00:43:04.084422,2025-11-25 00:43:14.926708,0 days 00:00:10.842286,48,True,0.2750167254383673,12,0.002315796072918605,75,,84,COMPLETE
