number,value,datetime_start,datetime_complete,duration,params_batch_size,params_bidirectional,params_dropout,params_hidden_size,params_lr,params_n_epochs,params_num_layers,params_seq_len,state
146,0.6,2025-11-24 23:17:39.192271,2025-11-24 23:18:18.120438,0 days 00:00:38.928167,48,False,0.29549470635971736,8,0.0009393675914686049,100,1.0,49,COMPLETE
147,0.6,2025-11-24 23:17:48.765164,2025-11-24 23:18:28.978785,0 days 00:00:40.213621,48,False,0.3923796751266599,8,0.0008744473649537935,100,1.0,49,COMPLETE
148,0.6666666666666666,2025-11-24 23:17:54.021210,2025-11-24 23:18:34.646662,0 days 00:00:40.625452,48,False,0.39650910400435574,12,0.0009632900536846964,100,1.0,49,COMPLETE
149,0.5582010582010583,2025-11-24 23:18:18.152017,2025-11-24 23:18:52.403041,0 days 00:00:34.251024,48,False,0.4221611887441527,64,0.0007865067231395092,100,1.0,42,PRUNED
150,0.49338624338624343,2025-11-24 23:18:29.008137,2025-11-24 23:19:02.433583,0 days 00:00:33.425446,48,False,0.47451670747165786,68,0.0007741756569128325,100,1.0,42,PRUNED
151,0.578798185941043,2025-11-24 23:18:34.680520,2025-11-24 23:19:36.085777,0 days 00:01:01.405257,48,False,0.4762288820700254,64,0.0014394025010115341,150,1.0,42,COMPLETE
152,0.0,2025-11-24 23:18:52.425359,2025-11-24 23:19:45.366603,0 days 00:00:52.941244,64,False,0.38189578036797994,68,0.0013764617971704933,150,1.0,56,COMPLETE
153,0.3666666666666667,2025-11-24 23:19:02.453306,2025-11-24 23:20:41.222560,0 days 00:01:38.769254,16,False,0.3143717521561711,72,0.0010729252276202618,100,1.0,49,PRUNED
154,0.7,2025-11-24 23:19:36.143705,2025-11-24 23:21:24.714218,0 days 00:01:48.570513,16,False,0.3862349631786866,68,0.00104241711099945,100,1.0,49,COMPLETE
155,0.7333333333333333,2025-11-24 23:19:45.406205,2025-11-24 23:21:31.152310,0 days 00:01:45.746105,16,False,0.3161360679520361,72,0.00040691056484554855,100,1.0,49,COMPLETE
156,0.7333333333333333,2025-11-24 23:20:41.256297,2025-11-24 23:22:18.720190,0 days 00:01:37.463893,16,False,0.4612279807605815,48,0.00031274499990004265,100,1.0,49,COMPLETE
157,0.6666666666666666,2025-11-24 23:21:24.741690,2025-11-24 23:23:02.877786,0 days 00:01:38.136096,16,False,0.40375266790334413,68,0.0010468961479091939,100,1.0,49,COMPLETE
158,0.7333333333333333,2025-11-24 23:21:31.183963,2025-11-24 23:22:03.737867,0 days 00:00:32.553904,64,False,0.40219047233176847,68,0.0011205400138574282,100,1.0,49,COMPLETE
159,0.6,2025-11-24 23:22:03.770131,2025-11-24 23:22:35.795798,0 days 00:00:32.025667,64,False,0.4068344179768003,68,0.001977313889005858,100,1.0,49,COMPLETE
160,0.4666666666666666,2025-11-24 23:22:18.750272,2025-11-24 23:23:58.234445,0 days 00:01:39.484173,16,False,0.3824366634089382,68,0.0010835932666037565,100,1.0,49,COMPLETE
161,0.6,2025-11-24 23:22:35.825823,2025-11-24 23:24:16.112808,0 days 00:01:40.286985,16,False,0.4610466197189085,68,0.001064239377704101,100,1.0,49,COMPLETE
162,0.6666666666666666,2025-11-24 23:23:02.915450,2025-11-24 23:24:42.804758,0 days 00:01:39.889308,16,False,0.45915949903000447,72,0.001167002884990641,100,1.0,49,COMPLETE
163,0.6666666666666666,2025-11-24 23:23:58.262623,2025-11-24 23:24:31.357280,0 days 00:00:33.094657,64,False,0.4665998447520253,64,0.00027547401076063587,100,1.0,49,COMPLETE
164,0.6,2025-11-24 23:24:16.150446,2025-11-24 23:24:47.972346,0 days 00:00:31.821900,64,False,0.37122540959559536,64,0.00010035699617621403,100,1.0,49,COMPLETE
165,0.5666666666666667,2025-11-24 23:24:31.383421,2025-11-24 23:24:59.488208,0 days 00:00:28.104787,64,False,0.3722783706591865,72,0.0001096324392691204,100,1.0,49,PRUNED
166,0.6666666666666666,2025-11-24 23:24:42.835084,2025-11-24 23:25:16.378242,0 days 00:00:33.543158,64,False,0.38563690320945737,64,0.00030750588158536186,100,1.0,49,COMPLETE
167,0.6,2025-11-24 23:24:47.998487,2025-11-24 23:25:22.009975,0 days 00:00:34.011488,64,False,0.4116939754300622,72,0.00031155533183430654,100,1.0,49,COMPLETE
168,0.0,2025-11-24 23:24:59.512403,2025-11-24 23:25:37.237038,0 days 00:00:37.724635,64,False,0.41041773485986255,64,0.0015845744744127348,100,2.0,56,COMPLETE
169,,2025-11-24 23:25:16.411972,,,16,False,0.39775620765542274,72,0.000893355817805029,100,2.0,56,RUNNING
170,,2025-11-24 23:25:22.042974,,,16,False,0.397098170166165,68,0.00042253290182099433,100,2.0,56,RUNNING
171,,2025-11-24 23:25:37.267306,,,16,False,0.4222513186040223,68,0.002601908254534036,100,1.0,49,RUNNING
172,0.49444444444444446,2025-11-24 23:31:43.682478,2025-11-24 23:32:14.585642,0 days 00:00:30.903164,16,False,0.06304863891000242,20,0.00041595087878587854,75,,91,COMPLETE
173,0.6796296296296296,2025-11-24 23:31:45.986786,2025-11-24 23:32:26.457969,0 days 00:00:40.471183,16,False,0.4275742380409419,36,0.00037306254754559324,100,,91,COMPLETE
174,0.617535903250189,2025-11-24 23:32:14.618236,2025-11-24 23:32:42.868897,0 days 00:00:28.250661,16,False,0.4870896505260895,24,0.002390187384180718,75,,77,COMPLETE
175,0.6023809523809524,2025-11-24 23:32:26.491846,2025-11-24 23:32:54.968218,0 days 00:00:28.476372,16,False,0.434532089263303,36,0.00036642801069814,75,,84,COMPLETE
176,0.0,2025-11-24 23:32:42.893584,2025-11-24 23:33:10.137263,0 days 00:00:27.243679,16,False,0.4320951975100168,36,0.00037044989104641484,75,,98,COMPLETE
177,0.0,2025-11-24 23:32:54.993503,2025-11-24 23:33:22.654018,0 days 00:00:27.660515,16,False,0.44769687717790435,32,0.000888641694580831,75,,98,COMPLETE
178,0.546031746031746,2025-11-24 23:33:10.169256,2025-11-24 23:33:39.021925,0 days 00:00:28.852669,16,False,0.42365064150325765,36,0.0002709948805010153,75,,84,COMPLETE
179,0.46481481481481485,2025-11-24 23:33:22.681843,2025-11-24 23:33:51.658722,0 days 00:00:28.976879,16,False,0.4238572384646752,20,0.00040507241972412793,75,,91,COMPLETE
180,0.5380952380952381,2025-11-24 23:33:39.044307,2025-11-24 23:34:09.500003,0 days 00:00:30.455696,16,False,0.3622317855575819,28,0.0004079410574648719,75,,84,COMPLETE
181,0.6990740740740741,2025-11-24 23:33:51.686812,2025-11-24 23:34:32.562240,0 days 00:00:40.875428,16,False,0.39274681660513944,28,0.00046241065907387904,100,,91,COMPLETE
182,0.6544492544492545,2025-11-24 23:34:09.532541,2025-11-24 23:34:52.699711,0 days 00:00:43.167170,16,False,0.3962551704916278,36,0.0013293194035542122,100,,70,COMPLETE
183,0.5046296296296297,2025-11-24 23:34:32.594149,2025-11-24 23:35:16.361760,0 days 00:00:43.767611,16,False,0.39300974763392493,32,0.00047643350951374967,100,,91,COMPLETE
184,0.412962962962963,2025-11-24 23:34:52.733330,2025-11-24 23:35:36.617036,0 days 00:00:43.883706,16,False,0.39622416213981526,16,0.000446415219077798,100,,91,COMPLETE
185,0.5240740740740741,2025-11-24 23:35:16.393278,2025-11-24 23:36:01.118872,0 days 00:00:44.725594,16,False,0.40363022827541606,16,0.00044196521258943423,100,,91,COMPLETE
186,0.6101851851851853,2025-11-24 23:35:36.662200,2025-11-24 23:36:21.788853,0 days 00:00:45.126653,16,False,0.4165573830140652,32,0.00032687913708655974,100,,91,COMPLETE
187,0.7212962962962962,2025-11-24 23:36:01.151719,2025-11-24 23:36:44.963608,0 days 00:00:43.811889,16,False,0.41529662197186457,28,0.0005226821073660464,100,,91,COMPLETE
188,0.7138888888888889,2025-11-24 23:36:21.822304,2025-11-24 23:36:35.973690,0 days 00:00:14.151386,64,False,0.4425949386737046,28,0.0005360878777039002,100,,91,COMPLETE
189,0.6250000000000001,2025-11-24 23:36:36.003059,2025-11-24 23:37:17.839475,0 days 00:00:41.836416,16,False,0.44850001094707154,28,0.0005536993926416707,100,,91,COMPLETE
190,0.7111111111111112,2025-11-24 23:36:45.000433,2025-11-24 23:37:27.915304,0 days 00:00:42.914871,16,False,0.4585427294010421,28,0.0005538041441251131,100,,91,COMPLETE
191,0.7138888888888889,2025-11-24 23:37:17.875873,2025-11-24 23:38:00.017519,0 days 00:00:42.141646,16,False,0.4464839246220799,28,0.0005464412774736267,100,,91,COMPLETE
192,0.6324074074074074,2025-11-24 23:37:27.951199,2025-11-24 23:38:09.574995,0 days 00:00:41.623796,16,False,0.43786920458225254,28,0.0005090210371121703,100,,91,COMPLETE
193,0.5518518518518519,2025-11-24 23:38:00.048972,2025-11-24 23:38:41.443185,0 days 00:00:41.394213,16,False,0.4411602188039718,28,0.000507548716313131,100,,91,COMPLETE
194,0.6842592592592593,2025-11-24 23:38:09.608644,2025-11-24 23:38:51.040705,0 days 00:00:41.432061,16,False,0.46878495748266913,28,0.0005823494204567082,100,,91,COMPLETE
195,0.6768518518518519,2025-11-24 23:38:41.473891,2025-11-24 23:39:23.288139,0 days 00:00:41.814248,16,False,0.46064341091775846,28,0.0005764560597045007,100,,91,COMPLETE
196,0.49722222222222223,2025-11-24 23:38:51.080889,2025-11-24 23:39:32.424352,0 days 00:00:41.343463,16,False,0.49793862588079874,28,0.000588832229810331,100,,91,COMPLETE
197,0.6027777777777777,2025-11-24 23:39:23.321187,2025-11-24 23:40:01.688820,0 days 00:00:38.367633,16,False,0.47365998725201913,28,0.0007074511679511097,100,,91,COMPLETE
198,0.5212962962962963,2025-11-24 23:39:32.455949,2025-11-24 23:40:11.068512,0 days 00:00:38.612563,16,False,0.47321298246547566,28,0.0005459925519705111,100,,91,COMPLETE
199,0.38055555555555554,2025-11-24 23:40:01.716516,2025-11-24 23:40:41.822386,0 days 00:00:40.105870,16,False,0.4535540156167156,24,0.0005196944269218357,100,,91,COMPLETE
200,0.6990740740740741,2025-11-24 23:40:11.095700,2025-11-24 23:40:51.394029,0 days 00:00:40.298329,16,False,0.4565077348745012,24,0.0006815301822265285,100,,91,COMPLETE
201,0.7731481481481483,2025-11-24 23:40:41.848103,2025-11-24 23:41:21.620558,0 days 00:00:39.772455,16,False,0.45943020438797233,28,0.0006423598454879179,100,,91,COMPLETE
202,0.6027777777777779,2025-11-24 23:40:51.429125,2025-11-24 23:41:30.348041,0 days 00:00:38.918916,16,False,0.007855248096852119,24,0.0006693988036955602,100,,91,COMPLETE
203,0.47962962962962963,2025-11-24 23:41:21.648188,2025-11-24 23:42:00.932179,0 days 00:00:39.283991,16,False,0.485335838342866,24,0.0006490463871119971,100,,91,COMPLETE
204,0.5092592592592593,2025-11-24 23:41:30.374873,2025-11-24 23:42:10.780882,0 days 00:00:40.406009,16,False,0.4550441730902813,28,0.0006301695396258715,100,,91,COMPLETE
205,0.5767195767195767,2025-11-24 23:42:00.963263,2025-11-24 23:42:42.629584,0 days 00:00:41.666321,16,False,0.45830969181803805,28,0.00047013594435971645,100,,77,COMPLETE
206,0.6462585034013605,2025-11-24 23:42:10.808372,2025-11-24 23:42:52.566745,0 days 00:00:41.758373,16,False,0.4451331514986114,28,0.00047162106487443317,100,,77,COMPLETE
207,0.5537037037037037,2025-11-24 23:42:42.663640,2025-11-24 23:43:23.426694,0 days 00:00:40.763054,16,False,0.4410456695893805,28,0.0007366095675207993,100,,91,COMPLETE
208,0.5287037037037037,2025-11-24 23:42:52.600775,2025-11-24 23:43:32.977201,0 days 00:00:40.376426,16,False,0.46604313759323956,32,0.000547569719827289,100,,91,COMPLETE
209,0.4324074074074074,2025-11-24 23:43:23.467066,2025-11-24 23:44:01.960375,0 days 00:00:38.493309,16,False,0.4642461775022991,32,0.0005267364027998865,100,,91,COMPLETE
210,0.6472222222222223,2025-11-24 23:43:33.003990,2025-11-24 23:44:11.569607,0 days 00:00:38.565617,16,False,0.37802619966962975,24,0.0006230557797889081,100,,91,COMPLETE
211,0.7583333333333333,2025-11-24 23:44:01.996468,2025-11-24 23:44:42.044927,0 days 00:00:40.048459,16,False,0.38148864063457316,24,0.0006251156179308093,100,,91,COMPLETE
212,0.6990740740740741,2025-11-24 23:44:11.595129,2025-11-24 23:44:51.443825,0 days 00:00:39.848696,16,False,0.38540767688750655,28,0.00044385341011485887,100,,91,COMPLETE
213,0.5212962962962964,2025-11-24 23:44:42.069131,2025-11-24 23:45:20.466252,0 days 00:00:38.397121,16,False,0.4495372693395596,24,0.0006968749309080213,100,,91,COMPLETE
214,0.6101851851851852,2025-11-24 23:44:51.469304,2025-11-24 23:45:30.964466,0 days 00:00:39.495162,16,False,0.4837649132860301,24,0.0008399236902276448,100,,91,COMPLETE
215,0.5509259259259259,2025-11-24 23:45:20.502688,2025-11-24 23:46:00.528144,0 days 00:00:40.025456,16,False,0.381627657826615,28,0.0004341070270472855,100,,91,COMPLETE
216,0.6555555555555556,2025-11-24 23:45:30.994496,2025-11-24 23:46:09.523812,0 days 00:00:38.529316,16,False,0.3857516838742947,28,0.0004535261118093278,100,,91,COMPLETE
217,0.513888888888889,2025-11-24 23:46:00.551156,2025-11-24 23:46:39.877555,0 days 00:00:39.326399,16,False,0.3882330898678812,28,0.0004934472256573584,100,,91,COMPLETE
218,0.6796296296296296,2025-11-24 23:46:09.551235,2025-11-24 23:46:49.958703,0 days 00:00:40.407468,16,False,0.4059265828594825,20,0.0004916686012674098,100,,91,COMPLETE
219,0.6472222222222223,2025-11-24 23:46:39.907683,2025-11-24 23:47:20.787596,0 days 00:00:40.879913,16,False,0.37435156482524273,20,0.0005790648788490418,100,,91,COMPLETE
220,0.7138888888888889,2025-11-24 23:46:49.992882,2025-11-24 23:47:31.502770,0 days 00:00:41.509888,16,False,0.3668040146805911,24,0.000589696603705367,100,,91,COMPLETE
221,0.7212962962962962,2025-11-24 23:47:20.818656,2025-11-24 23:48:04.644285,0 days 00:00:43.825629,16,False,0.4152321894110561,24,0.0006483321005267786,100,,91,COMPLETE
222,0.3907407407407408,2025-11-24 23:47:31.533408,2025-11-24 23:48:19.635828,0 days 00:00:48.102420,16,False,0.3633284451804214,24,0.0006303722936461981,100,,91,COMPLETE
223,0.0,2025-11-24 23:48:04.684691,2025-11-24 23:48:59.846164,0 days 00:00:55.161473,16,False,0.3440015005825868,24,0.0006179648577388532,100,,98,COMPLETE
224,0.5092592592592593,2025-11-24 23:48:19.681294,2025-11-24 23:49:15.945826,0 days 00:00:56.264532,16,False,0.4201696228612851,24,0.0007546051936068448,100,,91,COMPLETE
225,0.6324074074074074,2025-11-24 23:48:59.888935,2025-11-24 23:49:54.908032,0 days 00:00:55.019097,16,False,0.4112420773782138,24,0.0007638888064064314,100,,91,COMPLETE
226,0.5509259259259259,2025-11-24 23:49:15.994958,2025-11-24 23:50:10.739495,0 days 00:00:54.744537,16,False,0.399527192166476,24,0.00055095655564974,100,,91,COMPLETE
227,0.6324074074074074,2025-11-24 23:49:54.963291,2025-11-24 23:50:50.558597,0 days 00:00:55.595306,16,False,0.43337296553784327,24,0.0006786911817129077,100,,91,COMPLETE
228,0.4648148148148148,2025-11-24 23:50:10.792912,2025-11-24 23:51:06.382715,0 days 00:00:55.589803,16,False,0.4286854340428432,24,0.0007107593322080771,100,,91,COMPLETE
229,0.6027777777777777,2025-11-24 23:50:50.599314,2025-11-24 23:51:45.749434,0 days 00:00:55.150120,16,False,0.4152550350961677,24,0.0005277588063834936,100,,91,COMPLETE
230,0.6546296296296297,2025-11-24 23:51:06.427381,2025-11-24 23:51:23.685842,0 days 00:00:17.258461,64,False,0.4508613829371015,28,0.0005750912056362583,100,,91,COMPLETE
231,0.6027777777777779,2025-11-24 23:51:23.733589,2025-11-24 23:52:18.821789,0 days 00:00:55.088200,16,False,0.27224598113184517,24,0.0003903188152742839,100,,91,COMPLETE
232,0.6722222222222222,2025-11-24 23:51:45.795061,2025-11-24 23:52:07.023696,0 days 00:00:21.228635,48,False,0.2707468646665646,20,0.0011238820137724227,100,,91,COMPLETE
233,0.7583333333333334,2025-11-24 23:52:07.085685,2025-11-24 23:53:02.025188,0 days 00:00:54.939503,16,False,0.30754846315960055,28,0.00039675796144988853,100,,91,COMPLETE
234,0.5472222222222222,2025-11-24 23:52:18.870449,2025-11-24 23:53:14.388566,0 days 00:00:55.518117,16,False,0.3921797343855382,28,0.0005049967676972926,100,,91,COMPLETE
235,0.6546296296296297,2025-11-24 23:53:02.068924,2025-11-24 23:54:02.866036,0 days 00:01:00.797112,16,False,0.31061436519499414,28,0.0004111767025169134,100,,91,COMPLETE
236,0.6472222222222223,2025-11-24 23:53:14.440331,2025-11-24 23:54:15.921944,0 days 00:01:01.481613,16,False,0.28401440013565554,28,0.0004096138928458047,100,,91,COMPLETE
237,0.7064814814814815,2025-11-24 23:54:02.920333,2025-11-24 23:55:03.307591,0 days 00:01:00.387258,16,False,0.30116052372963154,28,0.0009961773606666962,100,,91,COMPLETE
238,0.7138888888888889,2025-11-24 23:54:15.977942,2025-11-24 23:55:16.287617,0 days 00:01:00.309675,16,False,0.31880692835376395,28,0.0009482481265679247,100,,91,COMPLETE
239,0.7333333333333334,2025-11-24 23:55:03.353367,2025-11-24 23:56:03.606295,0 days 00:01:00.252928,16,False,0.3007345011800175,28,0.0009647377990685893,100,,91,COMPLETE
240,0.4324074074074074,2025-11-24 23:55:16.340330,2025-11-24 23:56:19.227527,0 days 00:01:02.887197,16,True,0.30516713626848974,28,0.001002561558829325,100,,91,COMPLETE
241,0.6916666666666668,2025-11-24 23:56:03.662613,2025-11-24 23:56:18.964641,0 days 00:00:15.302028,64,True,0.3062256244134183,28,0.0009508129972702492,100,,91,COMPLETE
242,0.5462962962962964,2025-11-24 23:56:18.990642,2025-11-24 23:56:54.416379,0 days 00:00:35.425737,16,False,0.29661916494733376,28,0.0008574692002065554,100,,91,COMPLETE
243,0.7583333333333334,2025-11-24 23:56:19.254925,2025-11-24 23:56:54.680076,0 days 00:00:35.425151,16,False,0.31515133991925703,28,0.000871469652272913,100,,91,COMPLETE
244,0.6101851851851852,2025-11-24 23:56:54.448466,2025-11-24 23:57:08.718915,0 days 00:00:14.270449,48,False,0.32560343733498137,28,0.0012219696864846812,100,,91,COMPLETE
245,0.5509259259259259,2025-11-24 23:56:54.710690,2025-11-24 23:57:31.524966,0 days 00:00:36.814276,16,False,0.3201233484917879,28,0.0009147944579749533,100,,91,COMPLETE
246,0.6398148148148148,2025-11-24 23:57:08.745468,2025-11-24 23:57:44.879435,0 days 00:00:36.133967,16,False,0.31347476900785004,28,0.0009440656808829635,100,,91,COMPLETE
247,0.587962962962963,2025-11-24 23:57:31.553306,2025-11-24 23:58:07.243145,0 days 00:00:35.689839,16,False,0.31125439714338393,28,0.0009515500956360292,100,,91,COMPLETE
248,0.5259259259259259,2025-11-24 23:57:44.910148,2025-11-24 23:58:21.080845,0 days 00:00:36.170697,16,False,0.31687325020454155,32,0.001142949695918495,100,,91,COMPLETE
249,0.5583333333333335,2025-11-24 23:58:07.274977,2025-11-24 23:58:43.117675,0 days 00:00:35.842698,16,False,0.3292779902555843,28,0.0008305655425201129,100,,91,COMPLETE
250,0.6916666666666668,2025-11-24 23:58:21.109944,2025-11-24 23:58:47.978296,0 days 00:00:26.868352,16,False,0.3004226802650642,28,0.0008249530724980797,75,,91,COMPLETE
251,0.5537037037037037,2025-11-24 23:58:43.145066,2025-11-24 23:59:18.172165,0 days 00:00:35.027099,16,False,0.29833969906725843,28,0.0010339951287766894,100,,91,COMPLETE
252,0.5018518518518519,2025-11-24 23:58:48.004283,2025-11-24 23:58:59.399875,0 days 00:00:11.395592,64,False,0.2989061865444027,32,0.0003452701437918851,100,,91,COMPLETE
253,0.6250000000000001,2025-11-24 23:58:59.426768,2025-11-24 23:59:35.030950,0 days 00:00:35.604182,16,False,0.2809339613834427,28,0.0010164402068553152,100,,91,COMPLETE
254,0.7212962962962962,2025-11-24 23:59:18.201648,2025-11-24 23:59:54.736125,0 days 00:00:36.534477,16,False,0.3245718569095676,28,0.0005707268808832271,100,,91,COMPLETE
255,0.5537037037037037,2025-11-24 23:59:35.055782,2025-11-24 23:59:49.824496,0 days 00:00:14.768714,48,False,0.32282322546776643,16,0.0006446006390975164,100,,91,COMPLETE
256,0.6990740740740741,2025-11-24 23:59:49.851574,2025-11-25 00:00:26.475651,0 days 00:00:36.624077,16,False,0.28714056316603825,28,0.0005848319536824054,100,,91,COMPLETE
257,0.4916666666666667,2025-11-24 23:59:54.768773,2025-11-25 00:00:31.284977,0 days 00:00:36.516204,16,False,0.33276128316863124,28,0.0005817559406740958,100,,91,COMPLETE
258,0.5583333333333335,2025-11-25 00:00:26.504440,2025-11-25 00:01:03.376483,0 days 00:00:36.872043,16,False,0.33445902341551575,28,0.00035844120259981256,100,,91,COMPLETE
259,0.5685185185185185,2025-11-25 00:00:31.317408,2025-11-25 00:01:08.094532,0 days 00:00:36.777124,16,False,0.3122442032719175,28,0.00035078611910305274,100,,91,COMPLETE
260,0.6324074074074074,2025-11-25 00:01:03.404073,2025-11-25 00:01:40.061489,0 days 00:00:36.657416,16,False,0.31471670106549504,28,0.00038518514444321424,100,,91,COMPLETE
261,0.4916666666666667,2025-11-25 00:01:08.119611,2025-11-25 00:01:44.540203,0 days 00:00:36.420592,16,False,0.3518476241434929,28,0.0005340480235268494,100,,91,COMPLETE
262,0.6101851851851853,2025-11-25 00:01:40.091474,2025-11-25 00:02:16.513069,0 days 00:00:36.421595,16,False,0.2897948960580925,28,0.0005311370300677723,100,,91,COMPLETE
263,0.7253968253968255,2025-11-25 00:01:44.570543,2025-11-25 00:02:21.720458,0 days 00:00:37.149915,16,False,0.3040497098659808,32,0.0011679014723742149,100,,84,COMPLETE
264,0.6063492063492064,2025-11-25 00:02:16.552820,2025-11-25 00:02:36.677042,0 days 00:00:20.124222,32,False,0.30457733266519194,32,0.001180592201768874,100,,84,COMPLETE
265,0.6063492063492063,2025-11-25 00:02:21.748354,2025-11-25 00:02:58.968876,0 days 00:00:37.220522,16,False,0.24879921530992702,32,0.0012034097741412087,100,,84,COMPLETE
266,0.6103174603174604,2025-11-25 00:02:36.711089,2025-11-25 00:02:51.517359,0 days 00:00:14.806270,48,False,0.3222281438253775,32,0.0013684336119126157,100,,84,COMPLETE
267,0.0,2025-11-25 00:02:51.542745,2025-11-25 00:03:27.094035,0 days 00:00:35.551290,16,False,0.29098985208120826,36,0.00127981849688701,100,,98,COMPLETE
268,0.6472222222222223,2025-11-25 00:02:58.994853,2025-11-25 00:03:35.973741,0 days 00:00:36.978888,16,False,0.34202855468735843,20,0.0006250023025257121,100,,91,COMPLETE
269,0.4722222222222223,2025-11-25 00:03:27.138286,2025-11-25 00:04:10.731371,0 days 00:00:43.593085,16,True,0.3204442415852297,24,0.0006235809238829612,100,,91,COMPLETE
270,0.6515495086923658,2025-11-25 00:03:36.007270,2025-11-25 00:04:20.622526,0 days 00:00:44.615256,16,True,0.3217670989070577,24,0.00047820387100458667,100,,77,COMPLETE
271,0.6333333333333334,2025-11-25 00:04:10.763440,2025-11-25 00:04:48.143226,0 days 00:00:37.379786,16,False,0.26127745487252924,28,0.00047401788872489996,100,,84,COMPLETE
272,0.618291761148904,2025-11-25 00:04:20.649036,2025-11-25 00:04:57.800681,0 days 00:00:37.151645,16,False,0.3074104557399081,28,0.0007669487949543265,100,,77,COMPLETE
273,0.6190476190476191,2025-11-25 00:04:48.172388,2025-11-25 00:05:02.928327,0 days 00:00:14.755939,48,False,0.2834859004799132,32,0.0007925057882852592,100,,77,COMPLETE
274,0.5907407407407408,2025-11-25 00:04:57.824172,2025-11-25 00:05:12.661842,0 days 00:00:14.837670,48,False,0.4669858110278052,20,0.0006823039824130486,100,,91,COMPLETE
275,0.5685185185185185,2025-11-25 00:05:02.959112,2025-11-25 00:05:39.633202,0 days 00:00:36.674090,16,False,0.23529123539868388,20,0.0006897648547400898,100,,91,COMPLETE
276,0.6305555555555556,2025-11-25 00:05:12.694400,2025-11-25 00:05:49.730655,0 days 00:00:37.036255,16,False,0.27483997783591163,36,0.0004234752892295735,100,,91,COMPLETE
277,0.6324074074074074,2025-11-25 00:05:39.661824,2025-11-25 00:06:15.795403,0 days 00:00:36.133579,16,False,0.27335713901806774,36,0.0004113464468277546,100,,91,COMPLETE
278,0.5981481481481482,2025-11-25 00:05:49.756898,2025-11-25 00:06:26.746964,0 days 00:00:36.990066,16,False,0.44264585875736223,28,0.0005586646381493639,100,,91,COMPLETE
279,0.7166666666666668,2025-11-25 00:06:15.823183,2025-11-25 00:06:52.314895,0 days 00:00:36.491712,16,False,0.44495304677705894,28,0.0003276506463239969,100,,91,COMPLETE
280,0.6,2025-11-25 00:06:26.777635,2025-11-25 00:07:03.245575,0 days 00:00:36.467940,16,False,0.30619115687629406,28,0.0011242461463292607,100,,91,COMPLETE
281,0.5685185185185185,2025-11-25 00:06:52.347895,2025-11-25 00:07:28.070052,0 days 00:00:35.722157,16,False,0.2989419791375921,24,0.00031600335782265993,100,,91,COMPLETE
282,0.5794612794612793,2025-11-25 00:07:03.275432,2025-11-25 00:07:37.848221,0 days 00:00:34.572789,16,False,0.2935766310439261,24,0.00029656590627678473,100,,70,COMPLETE
283,0.0,2025-11-25 00:07:28.085306,2025-11-25 00:07:39.522171,0 days 00:00:11.436865,48,False,0.4412186943346044,28,0.0003468357318568476,100,,98,COMPLETE
284,0.0,2025-11-25 00:07:37.876537,2025-11-25 00:07:51.280715,0 days 00:00:13.404178,48,False,0.36635860126782377,32,0.00033889527451425917,100,,98,COMPLETE
285,0.44776334776334775,2025-11-25 00:07:39.555092,2025-11-25 00:08:05.247634,0 days 00:00:25.692542,16,False,0.36602306635095627,4,0.0003884868572886606,75,,70,COMPLETE
286,0.46445406445406445,2025-11-25 00:07:51.308336,2025-11-25 00:08:17.080266,0 days 00:00:25.771930,16,False,0.33218066522394646,8,0.00038669066982067606,75,,70,COMPLETE
287,0.5804713804713805,2025-11-25 00:08:05.275161,2025-11-25 00:08:39.377684,0 days 00:00:34.102523,16,False,0.43257483881214326,28,0.0003759577281653753,100,,70,COMPLETE
288,0.425,2025-11-25 00:08:17.105028,2025-11-25 00:08:50.831569,0 days 00:00:33.726541,16,False,0.4295912935960278,28,0.0008883465529973428,100,,91,COMPLETE
289,0.5509259259259259,2025-11-25 00:08:39.414447,2025-11-25 00:08:57.731757,0 days 00:00:18.317310,32,False,0.31469216405440903,28,0.00030957185213172333,100,,91,COMPLETE
290,0.7583333333333334,2025-11-25 00:08:50.857446,2025-11-25 00:09:24.216634,0 days 00:00:33.359188,16,False,0.31517454848895726,28,0.00032068450086459454,100,,91,COMPLETE
291,0.4856180856180856,2025-11-25 00:08:57.761194,2025-11-25 00:09:39.024148,0 days 00:00:41.262954,16,True,0.28647037748580517,28,0.0004361643741535074,100,,70,COMPLETE
292,0.54006734006734,2025-11-25 00:09:24.242438,2025-11-25 00:10:05.857112,0 days 00:00:41.614674,16,True,0.4790376502268072,24,0.00031946914932503434,100,,70,COMPLETE
293,0.5907166907166906,2025-11-25 00:09:39.047906,2025-11-25 00:10:14.343955,0 days 00:00:35.296049,16,False,0.47780853201394524,24,0.00032488100604889626,100,,70,COMPLETE
294,0.3981481481481482,2025-11-25 00:10:05.889317,2025-11-25 00:10:20.933613,0 days 00:00:15.044296,48,False,0.4506306600083405,32,0.0002856353342104862,100,,91,COMPLETE
295,0.65,2025-11-25 00:10:14.374604,2025-11-25 00:10:26.401213,0 days 00:00:12.026609,64,False,0.4518374157294423,32,0.0003639612384600722,100,,91,COMPLETE
296,0.5435185185185185,2025-11-25 00:10:20.965447,2025-11-25 00:10:55.759230,0 days 00:00:34.793783,16,False,0.40287604460252663,40,0.0005203926609601328,100,,91,COMPLETE
