pos_prob_mean;retorno_log_merval;retorno_log_dolar;prediccion
0.08578690886497498;;;0.0
0.036883868277072906;-0.011889656970041074;-0.009852296443011888;1.0
0.14680515233631014;0.0014491962135121383;-0.00496278934212846;0.0
0.09143435657024383;-0.0009645239636260072;-0.004987541511039417;
0.11218289099633694;;;
0.12076722305852833;;;
0.0983872107106201;;;
0.0983872107106201;;;
0.1334974571435275;;;
0.2051893097348511;;;0.0
0.17054452228088243;-0.0006974087344993052;-0.005012541823544048;0.0
0.17376650443587166;-0.02463804301571315;-0.005037794029957077;1.0
0.0765449459005288;0.026065313850214267;-0.015267472130788384;
0.11900947816304616;;;
0.09464597320252591;;;1.0
0.14148302413249278;0.012493569855168474;0.0;1.0
0.050352156826514095;0.018988442512496206;0.015267472130788384;0.0
0.06140222928176323;-0.015487853612636826;0.0;1.0
0.0853560788981507;0.020337987278972847;0.0;0.0
0.11933608187966127;-0.011805265809778476;0.005037794029957077;
0.14698394887053814;;;
0.0922909242674775;;;0.0
0.08893043490512888;-0.038497035637162114;0.010000083334583465;1.0
0.12791892122477294;0.004760164305778858;0.019705071079332726;0.0
0.11397045571357012;-0.026003415817431375;-0.004889985294192378;1.0
0.05882333560536305;0.0004067912879968105;-0.004914014802428923;1.0
0.016519879922270775;0.013869589488816558;-0.009901070982711424;
0.016519879922270775;;;
0.09389253256009206;;;1.0
0.07797286275607081;0.06444812090625263;0.019705071079332726;0.0
0.10290067130699754;-0.01799878111883224;-0.004889985294192378;0.0
0.12052808036761624;-0.03519530724491027;0.004889985294192378;1.0
0.06633208345499683;0.03470793221544177;0.019324272826402478;1.0
0.15155944052094128;0.02718614645833206;0.0;
0.21833884545291463;;;
0.17129316487434235;;;1.0
0.18870806973427534;0.02211467160003444;-0.009615458699442136;1.0
0.18870806973427534;0.011792715858488734;-0.004842624475787538;
0.18870806973427534;;;1.0
0.09625554109685296;0.034228035523863554;0.0;1.0
0.11957091039333206;0.05837053849253948;0.0;
0.1351750619344514;;;
0.13740719158364378;;;1.0
0.1297177335061133;0.029735937341913043;0.004842624475787538;0.0
0.12419204100464973;-0.02176367920263722;-0.004842624475787538;0.0
